nagyobbakban	nagy	Afc-p2	1
￼	￼	Afs-s3----p2s	1
￼	￼	Afs-s3----p3	1
￼	￼	Afs-s3----p3p	1
￼	￼	Afs-s3----p3s	1
￼	￼	Afs-s3----s1	1
￼	￼	Afs-s3----s1p	1
￼	￼	Afs-s3----s1s	1
￼	￼	Afs-s3----s2	1
￼	￼	Afs-s3----s2p	1
￼	￼	Afs-s3----s2s	1
￼	￼	Afs-s3----s3	1
￼	￼	Afs-s3----s3p	1
￼	￼	Afs-s3----s3s	1
￼	￼	Afs-s9	1
￼	￼	Afs-s9------p	1
￼	￼	Afs-s9------s	1
￼	￼	Afs-s9----p1	1
￼	￼	Afs-s9----p1p	1
￼	￼	Afs-s9----p1s	1
￼	￼	Afs-s9----p2	1
￼	￼	Afs-s9----p2p	1
￼	￼	Afs-s9----p2s	1
￼	￼	Afs-s9----p3	1
￼	￼	Afs-s9----p3p	1
￼	￼	Afs-s9----p3s	1
￼	￼	Afs-s9----s1	1
￼	￼	Afs-s9----s1p	1
￼	￼	Afs-s9----s1s	1
￼	￼	Afs-s9----s2	1
￼	￼	Afs-s9----s2p	1
￼	￼	Afs-s9----s2s	1
￼	￼	Afs-s9----s3	1
￼	￼	Afs-s9----s3p	1
￼	￼	Afs-s9----s3s	1
legrosszabbat	rossz	Afs-sa	5
legjobbat	jó	Afs-sa	5
legjavát	java	Afs-sa	5
legfontosabbat	fontos	Afs-sa	5
legérdekesebbet	érdekes	Afs-sa	5
￼	￼	Afs-sa------p	1
￼	￼	Afs-sa------s	1
￼	￼	Afs-sa----p1	1
￼	￼	Afs-sa----p1p	1
￼	￼	Afs-sa----p1s	1
￼	￼	Afs-sa----p2	1
￼	￼	Afs-sa----p2p	1
￼	￼	Afs-sa----p2s	1
￼	￼	Afs-sa----p3	1
￼	￼	Afs-sa----p3p	1
￼	￼	Afs-sa----p3s	1
￼	￼	Afs-sa----s1	1
￼	￼	Afs-sa----s1p	1
￼	￼	Afs-sa----s1s	1
￼	￼	Afs-sa----s2	1
￼	￼	Afs-sa----s2p	1
￼	￼	Afs-sa----s2s	1
legbensejét	benső	Afs-sa----s3	1
￼	￼	Afs-sa----s3p	1
￼	￼	Afs-sa----s3s	1
￼	￼	Afs-sb	1
￼	￼	Afs-sb------p	1
￼	￼	Afs-sb------s	1
￼	￼	Afs-sb----p1	1
￼	￼	Afs-sb----p1p	1
￼	￼	Afs-sb----p1s	1
￼	￼	Afs-sb----p2	1
￼	￼	Afs-sb----p2p	1
￼	￼	Afs-sb----p2s	1
￼	￼	Afs-sb----p3	1
￼	￼	Afs-sb----p3p	1
￼	￼	Afs-sb----p3s	1
￼	￼	Afs-sb----s1	1
￼	￼	Afs-sb----s1p	1
￼	￼	Afs-sb----s1s	1
￼	￼	Afs-sb----s2	1
￼	￼	Afs-sb----s2p	1
￼	￼	Afs-sb----s2s	1
￼	￼	Afs-sb----s3	1
￼	￼	Afs-sb----s3p	1
￼	￼	Afs-sb----s3s	1
￼	￼	Afs-sc	1
￼	￼	Afs-sc------p	1
￼	￼	Afs-sc------s	1
￼	￼	Afs-sc----p1	1
￼	￼	Afs-sc----p1p	1
￼	￼	Afs-sc----p1s	1
￼	￼	Afs-sc----p2	1
￼	￼	Afs-sc----p2p	1
￼	￼	Afs-sc----p2s	1
￼	￼	Afs-sc----p3	1
￼	￼	Afs-sc----p3p	1
￼	￼	Afs-sc----p3s	1
￼	￼	Afs-sc----s1	1
￼	￼	Afs-sc----s1p	1
￼	￼	Afs-sc----s1s	1
￼	￼	Afs-sc----s2	1
￼	￼	Afs-sc----s2p	1
￼	￼	Afs-sc----s2s	1
￼	￼	Afs-sc----s3	1
￼	￼	Afs-sc----s3p	1
￼	￼	Afs-sc----s3s	1
legvonzóbbnak	vonzó	Afs-sd	3
legvisszataszítóbbnak	visszataszító	Afs-sd	3
legjobbnak	jó	Afs-sd	3
￼	￼	Afs-sd------p	1
￼	￼	Afs-sd------s	1
￼	￼	Afs-sd----p1	1
￼	￼	Afs-sd----p1p	1
￼	￼	Afs-sd----p1s	1
￼	￼	Afs-sd----p2	1
￼	￼	Afs-sd----p2p	1
￼	￼	Afs-sd----p2s	1
￼	￼	Afs-sd----p3	1
￼	￼	Afs-sd----p3p	1
￼	￼	Afs-sd----p3s	1
￼	￼	Afs-sd----s1	1
￼	￼	Afs-sd----s1p	1
￼	￼	Afs-sd----s1s	1
￼	￼	Afs-sd----s2	1
￼	￼	Afs-sd----s2p	1
￼	￼	Afs-sd----s2s	1
￼	￼	Afs-sd----s3	1
￼	￼	Afs-sd----s3p	1
￼	￼	Afs-sd----s3s	1
legalsóból	alsó	Afs-se	1
￼	￼	Afs-se------p	1
￼	￼	Afs-se------s	1
￼	￼	Afs-se----p1	1
￼	￼	Afs-se----p1p	1
￼	￼	Afs-se----p1s	1
￼	￼	Afs-se----p2	1
￼	￼	Afs-se----p2p	1
￼	￼	Afs-se----p2s	1
￼	￼	Afs-se----p3	1
￼	￼	Afs-se----p3p	1
￼	￼	Afs-se----p3s	1
￼	￼	Afs-se----s1	1
￼	￼	Afs-se----s1p	1
￼	￼	Afs-se----s1s	1
￼	￼	Afs-se----s2	1
￼	￼	Afs-se----s2p	1
￼	￼	Afs-se----s2s	1
￼	￼	Afs-se----s3	1
￼	￼	Afs-se----s3p	1
￼	￼	Afs-se----s3s	1
￼	￼	Afs-sf	1
￼	￼	Afs-sf------p	1
￼	￼	Afs-sf------s	1
￼	￼	Afs-sf----p1	1
￼	￼	Afs-sf----p1p	1
￼	￼	Afs-sf----p1s	1
￼	￼	Afs-sf----p2	1
￼	￼	Afs-sf----p2p	1
￼	￼	Afs-sf----p2s	1
￼	￼	Afs-sf----p3	1
￼	￼	Afs-sf----p3p	1
￼	￼	Afs-sf----p3s	1
￼	￼	Afs-sf----s1	1
￼	￼	Afs-sf----s1p	1
￼	￼	Afs-sf----s1s	1
￼	￼	Afs-sf----s2	1
￼	￼	Afs-sf----s2p	1
￼	￼	Afs-sf----s2s	1
￼	￼	Afs-sf----s3	1
￼	￼	Afs-sf----s3p	1
￼	￼	Afs-sf----s3s	1
￼	￼	Afs-sg	1
￼	￼	Afs-sg------p	1
￼	￼	Afs-sg------s	1
￼	￼	Afs-sg----p1	1
￼	￼	Afs-sg----p1p	1
￼	￼	Afs-sg----p1s	1
￼	￼	Afs-sg----p2	1
￼	￼	Afs-sg----p2p	1
￼	￼	Afs-sg----p2s	1
￼	￼	Afs-sg----p3	1
￼	￼	Afs-sg----p3p	1
￼	￼	Afs-sg----p3s	1
￼	￼	Afs-sg----s1	1
￼	￼	Afs-sg----s1p	1
￼	￼	Afs-sg----s1s	1
￼	￼	Afs-sg----s2	1
￼	￼	Afs-sg----s2p	1
￼	￼	Afs-sg----s2s	1
￼	￼	Afs-sg----s3	1
￼	￼	Afs-sg----s3p	1
￼	￼	Afs-sg----s3s	1
￼	￼	Afs-sh	1
￼	￼	Afs-sh------p	1
￼	￼	Afs-sh------s	1
￼	￼	Afs-sh----p1	1
￼	￼	Afs-sh----p1p	1
￼	￼	Afs-sh----p1s	1
￼	￼	Afs-sh----p2	1
￼	￼	Afs-sh----p2p	1
￼	￼	Afs-sh----p2s	1
￼	￼	Afs-sh----p3	1
￼	￼	Afs-sh----p3p	1
￼	￼	Afs-sh----p3s	1
￼	￼	Afs-sh----s1	1
￼	￼	Afs-sh----s1p	1
￼	￼	Afs-sh----s1s	1
￼	￼	Afs-sh----s2	1
￼	￼	Afs-sh----s2p	1
￼	￼	Afs-sh----s2s	1
￼	￼	Afs-sh----s3	1
￼	￼	Afs-sh----s3p	1
￼	￼	Afs-sh----s3s	1
￼	￼	Afs-si	1
￼	￼	Afs-si------p	1
￼	￼	Afs-si------s	1
￼	￼	Afs-si----p1	1
￼	￼	Afs-si----p1p	1
￼	￼	Afs-si----p1s	1
￼	￼	Afs-si----p2	1
￼	￼	Afs-si----p2p	1
￼	￼	Afs-si----p2s	1
￼	￼	Afs-si----p3	1
￼	￼	Afs-si----p3p	1
￼	￼	Afs-si----p3s	1
￼	￼	Afs-si----s1	1
￼	￼	Afs-si----s1p	1
￼	￼	Afs-si----s1s	1
￼	￼	Afs-si----s2	1
￼	￼	Afs-si----s2p	1
￼	￼	Afs-si----s2s	1
￼	￼	Afs-si----s3	1
￼	￼	Afs-si----s3p	1
￼	￼	Afs-si----s3s	1
legjobbkor	jó	Afs-sm	1
￼	￼	Afs-sm------p	1
￼	￼	Afs-sm------s	1
￼	￼	Afs-sm----p1	1
￼	￼	Afs-sm----p1p	1
￼	￼	Afs-sm----p1s	1
￼	￼	Afs-sm----p2	1
￼	￼	Afs-sm----p2p	1
￼	￼	Afs-sm----p2s	1
￼	￼	Afs-sm----p3	1
￼	￼	Afs-sm----p3p	1
￼	￼	Afs-sm----p3s	1
￼	￼	Afs-sm----s1	1
￼	￼	Afs-sm----s1p	1
￼	￼	Afs-sm----s1s	1
￼	￼	Afs-sm----s2	1
￼	￼	Afs-sm----s2p	1
￼	￼	Afs-sm----s2s	1
￼	￼	Afs-sm----s3	1
￼	￼	Afs-sm----s3p	1
￼	￼	Afs-sm----s3s	1
legvonzóbbak	vonzó	Afs-sn	143
legveszélyeztetettebb	veszélyeztetett	Afs-sn	143
legveszedelmesebbek	veszedelmes	Afs-sn	143
legvalószínűbb	valószínű	Afs-sn	143
legválogatottabb	válogatott	Afs-sn	143
￼	￼	Afs-sn------p	1
￼	￼	Afs-sn------s	1
￼	￼	Afs-sn----p1	1
￼	￼	Afs-sn----p1p	1
￼	￼	Afs-sn----p1s	1
￼	￼	Afs-sn----p2	1
￼	￼	Afs-sn----p2p	1
￼	￼	Afs-sn----p2s	1
￼	￼	Afs-sn----p3	1
￼	￼	Afs-sn----p3p	1
￼	￼	Afs-sn----p3s	1
￼	￼	Afs-sn----s1	1
￼	￼	Afs-sn----s1p	1
￼	￼	Afs-sn----s1s	1
￼	￼	Afs-sn----s2	1
￼	￼	Afs-sn----s2p	1
￼	￼	Afs-sn----s2s	1
￼	￼	Afs-sn----s3	1
￼	￼	Afs-sn----s3p	1
￼	￼	Afs-sn----s3s	1
legszívesebben	szíves	Afs-sp	6
legszebben	szép	Afs-sp	6
legrövidebben	rövid	Afs-sp	6
legkönnyebben	könnyű	Afs-sp	6
legeredményesebben	eredményes	Afs-sp	6
￼	￼	Afs-sp------p	1
￼	￼	Afs-sp------s	1
￼	￼	Afs-sp----p1	1
￼	￼	Afs-sp----p1p	1
￼	￼	Afs-sp----p1s	1
￼	￼	Afs-sp----p2	1
￼	￼	Afs-sp----p2p	1
￼	￼	Afs-sp----p2s	1
￼	￼	Afs-sp----p3	1
￼	￼	Afs-sp----p3p	1
￼	￼	Afs-sp----p3s	1
￼	￼	Afs-sp----s1	1
￼	￼	Afs-sp----s1p	1
￼	￼	Afs-sp----s1s	1
￼	￼	Afs-sp----s2	1
￼	￼	Afs-sp----s2p	1
￼	￼	Afs-sp----s2s	1
￼	￼	Afs-sp----s3	1
￼	￼	Afs-sp----s3p	1
￼	￼	Afs-sp----s3s	1
￼	￼	Afs-sq	1
￼	￼	Afs-sq------p	1
￼	￼	Afs-sq------s	1
￼	￼	Afs-sq----p1	1
￼	￼	Afs-sq----p1p	1
￼	￼	Afs-sq----p1s	1
￼	￼	Afs-sq----p2	1
￼	￼	Afs-sq----p2p	1
￼	￼	Afs-sq----p2s	1
￼	￼	Afs-sq----p3	1
￼	￼	Afs-sq----p3p	1
￼	￼	Afs-sq----p3s	1
￼	￼	Afs-sq----s1	1
￼	￼	Afs-sq----s1p	1
￼	￼	Afs-sq----s1s	1
￼	￼	Afs-sq----s2	1
￼	￼	Afs-sq----s2p	1
￼	￼	Afs-sq----s2s	1
￼	￼	Afs-sq----s3	1
￼	￼	Afs-sq----s3p	1
￼	￼	Afs-sq----s3s	1
￼	￼	Afs-ss	1
￼	￼	Afs-ss------p	1
￼	￼	Afs-ss------s	1
￼	￼	Afs-ss----p1	1
￼	￼	Afs-ss----p1p	1
￼	￼	Afs-ss----p1s	1
￼	￼	Afs-ss----p2	1
￼	￼	Afs-ss----p2p	1
￼	￼	Afs-ss----p2s	1
￼	￼	Afs-ss----p3	1
￼	￼	Afs-ss----p3p	1
￼	￼	Afs-ss----p3s	1
￼	￼	Afs-ss----s1	1
￼	￼	Afs-ss----s1p	1
￼	￼	Afs-ss----s1s	1
￼	￼	Afs-ss----s2	1
￼	￼	Afs-ss----s2p	1
￼	￼	Afs-ss----s2s	1
￼	￼	Afs-ss----s3	1
￼	￼	Afs-ss----s3p	1
￼	￼	Afs-ss----s3s	1
legutolsóhoz	utolsó	Afs-st	1
￼	￼	Afs-st------p	1
￼	￼	Afs-st------s	1
￼	￼	Afs-st----p1	1
￼	￼	Afs-st----p1p	1
￼	￼	Afs-st----p1s	1
￼	￼	Afs-st----p2	1
￼	￼	Afs-st----p2p	1
￼	￼	Afs-st----p2s	1
￼	￼	Afs-st----p3	1
￼	￼	Afs-st----p3p	1
￼	￼	Afs-st----p3s	1
￼	￼	Afs-st----s1	1
￼	￼	Afs-st----s1p	1
￼	￼	Afs-st----s1s	1
￼	￼	Afs-st----s2	1
￼	￼	Afs-st----s2p	1
￼	￼	Afs-st----s2s	1
￼	￼	Afs-st----s3	1
￼	￼	Afs-st----s3p	1
￼	￼	Afs-st----s3s	1
￼	￼	Afs-su	1
￼	￼	Afs-su------p	1
￼	￼	Afs-su------s	1
￼	￼	Afs-su----p1	1
￼	￼	Afs-su----p1p	1
￼	￼	Afs-su----p1s	1
￼	￼	Afs-su----p2	1
￼	￼	Afs-su----p2p	1
￼	￼	Afs-su----p2s	1
￼	￼	Afs-su----p3	1
￼	￼	Afs-su----p3p	1
￼	￼	Afs-su----p3s	1
￼	￼	Afs-su----s1	1
￼	￼	Afs-su----s1p	1
￼	￼	Afs-su----s1s	1
￼	￼	Afs-su----s2	1
￼	￼	Afs-su----s2p	1
￼	￼	Afs-su----s2s	1
￼	￼	Afs-su----s3	1
￼	￼	Afs-su----s3p	1
￼	￼	Afs-su----s3s	1
legvadabbul	vad	Afs-sw	11
legszívesebben	szíves	Afs-sw	11
legszilárdabban	szilárd	Afs-sw	11
legsimábban	sima	Afs-sw	11
legrövidebben	rövid	Afs-sw	11
￼	￼	Afs-sw------p	1
￼	￼	Afs-sw------s	1
￼	￼	Afs-sw----p1	1
￼	￼	Afs-sw----p1p	1
￼	￼	Afs-sw----p1s	1
￼	￼	Afs-sw----p2	1
￼	￼	Afs-sw----p2p	1
￼	￼	Afs-sw----p2s	1
￼	￼	Afs-sw----p3	1
￼	￼	Afs-sw----p3p	1
￼	￼	Afs-sw----p3s	1
￼	￼	Afs-sw----s1	1
￼	￼	Afs-sw----s1p	1
￼	￼	Afs-sw----s1s	1
￼	￼	Afs-sw----s2	1
￼	￼	Afs-sw----s2p	1
￼	￼	Afs-sw----s2s	1
￼	￼	Afs-sw----s3	1
￼	￼	Afs-sw----s3p	1
￼	￼	Afs-sw----s3s	1
￼	￼	Afs-sx	1
￼	￼	Afs-sx------p	1
￼	￼	Afs-sx------s	1
￼	￼	Afs-sx----p1	1
￼	￼	Afs-sx----p1p	1
￼	￼	Afs-sx----p1s	1
￼	￼	Afs-sx----p2	1
￼	￼	Afs-sx----p2p	1
￼	￼	Afs-sx----p2s	1
￼	￼	Afs-sx----p3	1
￼	￼	Afs-sx----p3p	1
￼	￼	Afs-sx----p3s	1
￼	￼	Afs-sx----s1	1
￼	￼	Afs-sx----s1p	1
￼	￼	Afs-sx----s1s	1
￼	￼	Afs-sx----s2	1
￼	￼	Afs-sx----s2p	1
￼	￼	Afs-sx----s2s	1
￼	￼	Afs-sx----s3	1
￼	￼	Afs-sx----s3p	1
￼	￼	Afs-sx----s3s	1
￼	￼	Afs-sy	1
￼	￼	Afs-sy------p	1
￼	￼	Afs-sy------s	1
￼	￼	Afs-sy----p1	1
￼	￼	Afs-sy----p1p	1
￼	￼	Afs-sy----p1s	1
￼	￼	Afs-sy----p2	1
￼	￼	Afs-sy----p2p	1
￼	￼	Afs-sy----p2s	1
￼	￼	Afs-sy----p3	1
￼	￼	Afs-sy----p3p	1
￼	￼	Afs-sy----p3s	1
￼	￼	Afs-sy----s1	1
￼	￼	Afs-sy----s1p	1
￼	￼	Afs-sy----s1s	1
￼	￼	Afs-sy----s2	1
￼	￼	Afs-sy----s2p	1
￼	￼	Afs-sy----s2s	1
￼	￼	Afs-sy----s3	1
￼	￼	Afs-sy----s3p	1
￼	￼	Afs-sy----s3s	1
￼	￼	Cccp	1
￼	￼	Cccw	1
￼	￼	Ccsp	1
vajon	vajon	Ccsw	62
vajmi	vajmi	Ccsw	62
vagy	vagy	Ccsw	62
vagyis	vagyis	Ccsw	62
úgymint	úgymint	Ccsw	62
￼	￼	Cscp	1
￼	￼	Cscw	1
￼	￼	Cssp	1
￼	￼	Cssw	1
￼	￼	Im	1
vigyázz	vigyázz	Io	40
úgymond	úgymond	Io	40
ugyi	ugyi	Io	40
tyű	tyű	Io	40
tessék	tessék	Io	40
￼	￼	Mc-p2d	1
￼	￼	Mc-p2d------p	1
￼	￼	Mc-p2d------s	1
￼	￼	Mc-p2d----p1	1
￼	￼	Mc-p2d----p1p	1
￼	￼	Mc-p2d----p1s	1
￼	￼	Mc-p2d----p2	1
￼	￼	Mc-p2d----p2p	1
￼	￼	Mc-p2d----p2s	1
￼	￼	Mc-p2d----p3	1
￼	￼	Mc-p2d----p3p	1
￼	￼	Mc-p2d----p3s	1
￼	￼	Mc-p2d----s1	1
￼	￼	Mc-p2d----s1p	1
￼	￼	Mc-p2d----s1s	1
￼	￼	Mc-p2d----s2	1
￼	￼	Mc-p2d----s2p	1
￼	￼	Mc-p2d----s2s	1
￼	￼	Mc-p2d----s3	1
￼	￼	Mc-p2d----s3p	1
￼	￼	Mc-p2d----s3s	1
századokban	század	Mc-p2l	3
sokakban	sok	Mc-p2l	3
hetekben	hét	Mc-p2l	3
￼	￼	Mc-p2l------p	1
￼	￼	Mc-p2l------s	1
￼	￼	Mc-p2l----p1	1
￼	￼	Mc-p2l----p1p	1
￼	￼	Mc-p2l----p1s	1
￼	￼	Mc-p2l----p2	1
￼	￼	Mc-p2l----p2p	1
￼	￼	Mc-p2l----p2s	1
￼	￼	Mc-p2l----p3	1
￼	￼	Mc-p2l----p3p	1
￼	￼	Mc-p2l----p3s	1
￼	￼	Mc-p2l----s1	1
￼	￼	Mc-p2l----s1p	1
￼	￼	Mc-p2l----s1s	1
￼	￼	Mc-p2l----s2	1
￼	￼	Mc-p2l----s2p	1
￼	￼	Mc-p2l----s2s	1
￼	￼	Mc-p2l----s3	1
￼	￼	Mc-p2l----s3p	1
￼	￼	Mc-p2l----s3s	1
￼	￼	Mc-p2r	1
￼	￼	Mc-p2r------p	1
￼	￼	Mc-p2r------s	1
￼	￼	Mc-p2r----p1	1
￼	￼	Mc-p2r----p1p	1
￼	￼	Mc-p2r----p1s	1
￼	￼	Mc-p2r----p2	1
￼	￼	Mc-p2r----p2p	1
￼	￼	Mc-p2r----p2s	1
￼	￼	Mc-p2r----p3	1
￼	￼	Mc-p2r----p3p	1
￼	￼	Mc-p2r----p3s	1
￼	￼	Mc-p2r----s1	1
￼	￼	Mc-p2r----s1p	1
￼	￼	Mc-p2r----s1s	1
￼	￼	Mc-p2r----s2	1
￼	￼	Mc-p2r----s2p	1
￼	￼	Mc-p2r----s2s	1
￼	￼	Mc-p2r----s3	1
￼	￼	Mc-p2r----s3p	1
￼	￼	Mc-p2r----s3s	1
￼	￼	Mc-p3d	1
￼	￼	Mc-p3d------p	1
￼	￼	Mc-p3d------s	1
￼	￼	Mc-p3d----p1	1
￼	￼	Mc-p3d----p1p	1
￼	￼	Mc-p3d----p1s	1
￼	￼	Mc-p3d----p2	1
￼	￼	Mc-p3d----p2p	1
￼	￼	Mc-p3d----p2s	1
￼	￼	Mc-p3d----p3	1
￼	￼	Mc-p3d----p3p	1
￼	￼	Mc-p3d----p3s	1
￼	￼	Mc-p3d----s1	1
￼	￼	Mc-p3d----s1p	1
￼	￼	Mc-p3d----s1s	1
￼	￼	Mc-p3d----s2	1
￼	￼	Mc-p3d----s2p	1
￼	￼	Mc-p3d----s2s	1
￼	￼	Mc-p3d----s3	1
￼	￼	Mc-p3d----s3p	1
￼	￼	Mc-p3d----s3s	1
￼	￼	Mc-p3l	1
￼	￼	Mc-p3l------p	1
￼	￼	Mc-p3l------s	1
￼	￼	Mc-p3l----p1	1
￼	￼	Mc-p3l----p1p	1
￼	￼	Mc-p3l----p1s	1
￼	￼	Mc-p3l----p2	1
￼	￼	Mc-p3l----p2p	1
￼	￼	Mc-p3l----p2s	1
￼	￼	Mc-p3l----p3	1
￼	￼	Mc-p3l----p3p	1
￼	￼	Mc-p3l----p3s	1
￼	￼	Mc-p3l----s1	1
￼	￼	Mc-p3l----s1p	1
￼	￼	Mc-p3l----s1s	1
￼	￼	Mc-p3l----s2	1
￼	￼	Mc-p3l----s2p	1
￼	￼	Mc-p3l----s2s	1
￼	￼	Mc-p3l----s3	1
￼	￼	Mc-p3l----s3p	1
￼	￼	Mc-p3l----s3s	1
￼	￼	Mc-p3r	1
￼	￼	Mc-p3r------p	1
￼	￼	Mc-p3r------s	1
￼	￼	Mc-p3r----p1	1
￼	￼	Mc-p3r----p1p	1
￼	￼	Mc-p3r----p1s	1
￼	￼	Mc-p3r----p2	1
￼	￼	Mc-p3r----p2p	1
￼	￼	Mc-p3r----p2s	1
￼	￼	Mc-p3r----p3	1
￼	￼	Mc-p3r----p3p	1
￼	￼	Mc-p3r----p3s	1
￼	￼	Mc-p3r----s1	1
￼	￼	Mc-p3r----s1p	1
￼	￼	Mc-p3r----s1s	1
￼	￼	Mc-p3r----s2	1
￼	￼	Mc-p3r----s2p	1
￼	￼	Mc-p3r----s2s	1
￼	￼	Mc-p3r----s3	1
￼	￼	Mc-p3r----s3p	1
￼	￼	Mc-p3r----s3s	1
￼	￼	Mc-p9d	1
￼	￼	Mc-p9d------p	1
￼	￼	Mc-p9d------s	1
￼	￼	Mc-p9d----p1	1
￼	￼	Mc-p9d----p1p	1
￼	￼	Mc-p9d----p1s	1
￼	￼	Mc-p9d----p2	1
￼	￼	Mc-p9d----p2p	1
￼	￼	Mc-p9d----p2s	1
￼	￼	Mc-p9d----p3	1
￼	￼	Mc-p9d----p3p	1
￼	￼	Mc-p9d----p3s	1
￼	￼	Mc-p9d----s1	1
￼	￼	Mc-p9d----s1p	1
￼	￼	Mc-p9d----s1s	1
￼	￼	Mc-p9d----s2	1
￼	￼	Mc-p9d----s2p	1
￼	￼	Mc-p9d----s2s	1
￼	￼	Mc-p9d----s3	1
￼	￼	Mc-p9d----s3p	1
￼	￼	Mc-p9d----s3s	1
hetekig	hét	Mc-p9l	1
￼	￼	Mc-p9l------p	1
￼	￼	Mc-p9l------s	1
￼	￼	Mc-p9l----p1	1
￼	￼	Mc-p9l----p1p	1
￼	￼	Mc-p9l----p1s	1
￼	￼	Mc-p9l----p2	1
￼	￼	Mc-p9l----p2p	1
￼	￼	Mc-p9l----p2s	1
￼	￼	Mc-p9l----p3	1
￼	￼	Mc-p9l----p3p	1
￼	￼	Mc-p9l----p3s	1
￼	￼	Mc-p9l----s1	1
￼	￼	Mc-p9l----s1p	1
￼	￼	Mc-p9l----s1s	1
￼	￼	Mc-p9l----s2	1
￼	￼	Mc-p9l----s2p	1
￼	￼	Mc-p9l----s2s	1
￼	￼	Mc-p9l----s3	1
￼	￼	Mc-p9l----s3p	1
￼	￼	Mc-p9l----s3s	1
￼	￼	Mc-p9r	1
￼	￼	Mc-p9r------p	1
￼	￼	Mc-p9r------s	1
￼	￼	Mc-p9r----p1	1
￼	￼	Mc-p9r----p1p	1
￼	￼	Mc-p9r----p1s	1
￼	￼	Mc-p9r----p2	1
￼	￼	Mc-p9r----p2p	1
￼	￼	Mc-p9r----p2s	1
￼	￼	Mc-p9r----p3	1
￼	￼	Mc-p9r----p3p	1
￼	￼	Mc-p9r----p3s	1
￼	￼	Mc-p9r----s1	1
￼	￼	Mc-p9r----s1p	1
￼	￼	Mc-p9r----s1s	1
￼	￼	Mc-p9r----s2	1
￼	￼	Mc-p9r----s2p	1
￼	￼	Mc-p9r----s2s	1
￼	￼	Mc-p9r----s3	1
￼	￼	Mc-p9r----s3p	1
￼	￼	Mc-p9r----s3s	1
￼	￼	Mc-pad	1
￼	￼	Mc-pad------p	1
￼	￼	Mc-pad------s	1
￼	￼	Mc-pad----p1	1
￼	￼	Mc-pad----p1p	1
￼	￼	Mc-pad----p1s	1
￼	￼	Mc-pad----p2	1
￼	￼	Mc-pad----p2p	1
￼	￼	Mc-pad----p2s	1
￼	￼	Mc-pad----p3	1
￼	￼	Mc-pad----p3p	1
￼	￼	Mc-pad----p3s	1
￼	￼	Mc-pad----s1	1
￼	￼	Mc-pad----s1p	1
￼	￼	Mc-pad----s1s	1
￼	￼	Mc-pad----s2	1
￼	￼	Mc-pad----s2p	1
￼	￼	Mc-pad----s2s	1
￼	￼	Mc-pad----s3	1
￼	￼	Mc-pad----s3p	1
￼	￼	Mc-pad----s3s	1
sokakat	sok	Mc-pal	4
milliókat	millió	Mc-pal	4
milliárdokat	milliárd	Mc-pal	4
feleket	fél	Mc-pal	4
￼	￼	Mc-pal------p	1
￼	￼	Mc-pal------s	1
￼	￼	Mc-pal----p1	1
￼	￼	Mc-pal----p1p	1
￼	￼	Mc-pal----p1s	1
￼	￼	Mc-pal----p2	1
￼	￼	Mc-pal----p2p	1
￼	￼	Mc-pal----p2s	1
￼	￼	Mc-pal----p3	1
￼	￼	Mc-pal----p3p	1
￼	￼	Mc-pal----p3s	1
￼	￼	Mc-pal----s1	1
￼	￼	Mc-pal----s1p	1
￼	￼	Mc-pal----s1s	1
￼	￼	Mc-pal----s2	1
￼	￼	Mc-pal----s2p	1
￼	￼	Mc-pal----s2s	1
százezreit	százezer	Mc-pal----s3	3
százait	száz	Mc-pal----s3	3
millióit	millió	Mc-pal----s3	3
￼	￼	Mc-pal----s3p	1
￼	￼	Mc-pal----s3s	1
￼	￼	Mc-par	1
￼	￼	Mc-par------p	1
￼	￼	Mc-par------s	1
￼	￼	Mc-par----p1	1
￼	￼	Mc-par----p1p	1
￼	￼	Mc-par----p1s	1
￼	￼	Mc-par----p2	1
￼	￼	Mc-par----p2p	1
￼	￼	Mc-par----p2s	1
￼	￼	Mc-par----p3	1
￼	￼	Mc-par----p3p	1
￼	￼	Mc-par----p3s	1
￼	￼	Mc-par----s1	1
￼	￼	Mc-par----s1p	1
￼	￼	Mc-par----s1s	1
￼	￼	Mc-par----s2	1
￼	￼	Mc-par----s2p	1
￼	￼	Mc-par----s2s	1
￼	￼	Mc-par----s3	1
￼	￼	Mc-par----s3p	1
￼	￼	Mc-par----s3s	1
￼	￼	Mc-pbd	1
￼	￼	Mc-pbd------p	1
￼	￼	Mc-pbd------s	1
￼	￼	Mc-pbd----p1	1
￼	￼	Mc-pbd----p1p	1
￼	￼	Mc-pbd----p1s	1
￼	￼	Mc-pbd----p2	1
￼	￼	Mc-pbd----p2p	1
￼	￼	Mc-pbd----p2s	1
￼	￼	Mc-pbd----p3	1
￼	￼	Mc-pbd----p3p	1
￼	￼	Mc-pbd----p3s	1
￼	￼	Mc-pbd----s1	1
￼	￼	Mc-pbd----s1p	1
￼	￼	Mc-pbd----s1s	1
￼	￼	Mc-pbd----s2	1
￼	￼	Mc-pbd----s2p	1
￼	￼	Mc-pbd----s2s	1
￼	￼	Mc-pbd----s3	1
￼	￼	Mc-pbd----s3p	1
￼	￼	Mc-pbd----s3s	1
többektől	több	Mc-pbl	3
sokaktól	sok	Mc-pbl	3
négyektől	négy	Mc-pbl	3
￼	￼	Mc-pbl------p	1
￼	￼	Mc-pbl------s	1
