vinzha	vinči	Afcfsn	1
ní	bet	Vcip3s--y-----p	2
ni	bet	Vcip3s--y-----p	2
teita	tët	Vcmp2p--------pn	1
biti	bet	Vcn-----------p	3
bit	bet	Vcn-----------p	3
bet	bet	Vcn-----------p	3
mele	mët	Vcps-pfa------p	2
bile	bet	Vcps-pfa------p	2
bili	bet	Vcps-pma------p	1
méla	mët	Vcps-sfa------p	2
bila	bet	Vcps-sfa------p	2
mel	mët	Vcps-sma------p	3
biu	bet	Vcps-sma------p	3
bil	bet	Vcps-sma------p	3
bilu	bet	Vcps-sna------p	2
bilo	bet	Vcps-sna------p	2
bodi	bet	Vcsp3s--------p	2
bodê	bet	Vcsp3s--------p	2
povi	puvet	Vmia3s--n-----e	2
nalese	nalëst	Vmia3s--n-----e	2
idu	tet	Vmia3s--n-----p	1
bo	bet	Vmif3s--------p	1
nadivahamo	nadivat	Vmii1p--------p	1
poznahata	poznät	Vmii3d--------e	1
pravijahata	pravit	Vmii3d--------p	3
prašávahata	pravit	Vmii3d--------p	3
hardéhata	tet	Vmii3d--------p	3
pravijaho	pravit	Vmii3p--------p	3
herdého	tet	Vmii3p--------p	3
daržaho	däržat	Vmii3p--------p	3
bramase	bramät	Vmii3s--------e	1
romonjaše	rumunet	Vmii3s--------p	3
hardéše	tet	Vmii3s--------p	3
bramase	bramät	Vmii3s--------p	3
uvsdahujamo	wzdahüwat	Vmip1p--n-----p	3
odpuštjúvamo	utpušćüwat	Vmip1p--n-----p	3
odposgiúomo	utpušćüwat	Vmip1p--n-----p	3
servian	sarvijät	Vmip1s--------e	1
servian	sarvijät	Vmip1s--------p	3
dílan	dëlat	Vmip1s--------p	3
bogan	bogat	Vmip1s--------p	3
raccomandan	rakomandät	Vmip1s--n-----e	3
preponinan	preponinat	Vmip1s--n-----e	3
aman	amät	Vmip1s--n-----e	3
vidim	vïdët	Vmip1s--n-----p	3
verjen	vërwat	Vmip1s--n-----p	3
mislen	mïslit	Vmip1s--n-----p	3
mata	mët	Vmip2d--n-----p	1
intendate	intendät	Vmip2p--n-----en	1
snate	morët	Vmip2p--n-----pn	3
pošlišata	pušlüšat	Vmip2p--n-----pn	3
intendate	intendät	Vmip2p--n-----pn	3
tarpite	tpët	Vmip2p--n-----py	2
datte	dät	Vmip2p--n-----py	2
nimate	mët	Vmip2p--y-----py	1
viš	vëdët	Vmip2s--n-----p	2
tradis	tradet	Vmip2s--n-----p	2
vvesejo	wezat	Vmip3p--n-----e	3
uvmarjo	wmrit	Vmip3p--n-----e	3
slizejo	slić	Vmip3p--n-----e	3
vijo	vëdët	Vmip3p--n-----p	3
saliuajo	zalïwat	Vmip3p--n-----p	3
boijo	bat	Vmip3p--n-----p	3
pride	prït	Vmip3s--n-----e	3
objoče	objökat	Vmip3s--n-----e	3
nalíse	nalëst	Vmip3s--n-----e	3
živi	žïvit	Vmip3s--n-----p	3
kliče	klïcat	Vmip3s--n-----p	3
klíce	klïcat	Vmip3s--n-----p	3
Ni	bet	Vmip3s--y-----p	2
ni	bet	Vmip3s--y-----p	2
Pinsajmo	pinsät	Vmmp1p--------e	3
contemplaimo	kontemplät	Vmmp1p--------e	3
accompagnaimu	akompanjät	Vmmp1p--------e	3
vassaléimo	vasalët	Vmmp1p--------p	3
gauò	tet	Vmmp1p--------p	3
gauo	tet	Vmmp1p--------p	3
Usamite	wzet	Vmmp2p--------en	3
poite	pujtet	Vmmp2p--------en	3
Parnisijta	parnistet	Vmmp2p--------en	3
wybronite	vibranit	Vmmp2p--------ey	3
hovarnajte	govarnät	Vmmp2p--------ey	3
Dáite	dät	Vmmp2p--------ey	3
Zuite	čot	Vmmp2p--------pn	3
Tastá	tet	Vmmp2p--------pn	3
amaite	amät	Vmmp2p--------pn	3
Ricite	rićet	Vmmp2p--------py	3
prosite	pruset	Vmmp2p--------py	3
hovarnajte	govarnät	Vmmp2p--------py	3
usami	wzet	Vmmp2s--------e	3
Ostani	ostät	Vmmp2s--------e	3
hrishi	grišit	Vmmp2s--------e	3
vidi	vïdët	Vmmp2s--------p	3
Verij	vërwat	Vmmp2s--------p	3
lashi	lägat	Vmmp2s--------p	3
vikupit	viküpit	Vmn-----------e	3
Spovedat	spovëdat	Vmn-----------e	3
prabet	pribet	Vmn-----------e	3
videt	vïdët	Vmn-----------p	3
veruat	vërwat	Vmn-----------p	3
meritat	maratät	Vmn-----------p	3
dilaiog	dëlat	Vmp----a------p	1
nárit	naredit	Vmp----p------e	1
zdjilana	zdëlat	Vmp--sfp------e	3
sdìllana	zdëlat	Vmp--sfp------e	3
banaden	binidet	Vmp--sfp------e	3
nashanà	nistet	Vmp--sfp------p	1
svesan	zvezat	Vmp--smp------e	3
ghian	ǵat	Vmp--smp------e	3
coronana	koronät	Vmp--smp------e	3
crisan	krïžat	Vmp--smp------p	3
coronana	koronät	Vmp--smp------p	3
bit	bet	Vmp--smp------p	3
sdilano	zdëlat	Vmp--snp------e	3
paragionu	paraćät	Vmp--snp------e	3
comsumano	konsumät	Vmp--snp------e	3
mële	mët	Vmps-dfa------p	1
ustala	wstät	Vmps-dma------e	3
poznala	poznät	Vmps-dma------e	3
parsilila	parsïlit	Vmps-dma------e	3
rekla	rićet	Vmps-dma------p	2
poznala	poznät	Vmps-dma------p	2
sdelale	zdëlat	Vmps-pfa------e	3
paršle	prït	Vmps-pfa------e	3
dorivale	durivät	Vmps-pfa------e	3
videle	vïdët	Vmps-pfa------p	3
šlè	tet	Vmps-pfa------p	3
prajale	prihajat	Vmps-pfa------p	3
umorili	umuret	Vmps-pma------e	3
pródali	prodät	Vmps-pma------e	3
pozali	počnet	Vmps-pma------e	3
vedle	vëdët	Vmps-pma------p	3
šli	tet	Vmps-pma------p	3
blíshghnili	blïžnjit	Vmps-pma------p	3
odparle	udprit	Vmps-pna------e	1
succedenala	sucëdinat	Vmps-sfa------e	3
omužila	umužet	Vmps-sfa------e	3
benedila	binidet	Vmps-sfa------e	3
delala	dëlat	Vmps-sfa------p	3
clizala	klïcat	Vmps-sfa------p	3
bohala	bogat	Vmps-sfa------p	3
vilisou	vilëst	Vmps-sma------e	3
snídal	snëst	Vmps-sma------e	3
parbližal	parblïžat	Vmps-sma------e	3
rékal	rićet	Vmps-sma------p	3
rekal	rićet	Vmps-sma------p	3
murgniulou	murnjulät	Vmps-sma------p	3
sdělalo	zdëlat	Vmps-sna------e	3
sdelalo	zdëlat	Vmps-sna------e	3
pashló	prït	Vmps-sna------e	3
gorelo	gorët	Vmps-sna------p	2
delalo	dëlat	Vmps-sna------p	2
serviaj	sarvijät	Vmsp1s--------e	2
amai	amät	Vmsp1s--------e	2
uvshivaj	wžïwat	Vmsp1s--------p	3
snaj	znät	Vmsp1s--------p	3
amai	amät	Vmsp1s--------p	3
Prydy	prït	Vmsp3s--------e	3
pride	prït	Vmsp3s--------e	3
pidè	pujtet	Vmsp3s--------e	3
spat	spät	Vmu-----------p	1
téshe	tët	Voii3s--------p	3
tese	tët	Voii3s--------p	3
méše	mët	Voii3s--------p	3
mamö	mët	Voip1p--n-----p	1
moren	morët	Voip1s--n-----p	3
morem	morët	Voip1s--n-----p	3
cion	tët	Voip1s--n-----p	3
morete	morët	Voip2p--n-----pn	2
morata	bet	Voip2p--n-----pn	2
Ciete	tët	Voip2p--n-----py	1
mores	morët	Voip2s--n-----p	1
nimajo	mët	Voip3p--y-----p	1
more	morët	Voip3s--n-----p	2
Marà	marat	Voip3s--n-----p	2
moret	morët	Von-----------p	1
mele	mët	Vops-pfa------p	1
mugle	morët	Vops-pma------p	1
smela	smët	Vops-sfa------p	2
mela	mët	Vops-sfa------p	2
teu	tët	Vops-sma------p	3
tel	tët	Vops-sma------p	3
mogal	morët	Vops-sma------p	3
s	s	X	4
i	i	X	4
din	din	X	4
2+2=5	2+2=5	X	4
s	s	Y	2
R	r	Y	2
)	)	Z	10
(	(	Z	10
"	"	Z	10
.	.	Z	10
..	..	Z	10
