01N010000000000	Nc	Noun common	Noun Type=common
02V01000300010202020201	Vm-s-sfpfen	Verb main past singular feminine passive full-art perfective nominative	Verb Type=main Tense=past Number=singular Gender=feminine Voice=passive Definiteness=full-art Aspect=perfective Case=nominative
02V01000300010202020204	Vm-s-sfpfea	Verb main past singular feminine passive full-art perfective accusative	Verb Type=main Tense=past Number=singular Gender=feminine Voice=passive Definiteness=full-art Aspect=perfective Case=accusative
02V01000300010203020101	Vm-s-sfmfpn	Verb main past singular feminine medial full-art progressive nominative	Verb Type=main Tense=past Number=singular Gender=feminine Voice=medial Definiteness=full-art Aspect=progressive Case=nominative
02V01000300010203020104	Vm-s-sfmfpa	Verb main past singular feminine medial full-art progressive accusative	Verb Type=main Tense=past Number=singular Gender=feminine Voice=medial Definiteness=full-art Aspect=progressive Case=accusative
02V01000300010203020201	Vm-s-sfmfen	Verb main past singular feminine medial full-art perfective nominative	Verb Type=main Tense=past Number=singular Gender=feminine Voice=medial Definiteness=full-art Aspect=perfective Case=nominative
02V01000300010203020204	Vm-s-sfmfea	Verb main past singular feminine medial full-art perfective accusative	Verb Type=main Tense=past Number=singular Gender=feminine Voice=medial Definiteness=full-art Aspect=perfective Case=accusative
02V01000300010301000100	Vm-s-sna-p	Verb main past singular neuter active progressive	Verb Type=main Tense=past Number=singular Gender=neuter Voice=active Aspect=progressive
02V01000300010301000200	Vm-s-sna-e	Verb main past singular neuter active perfective	Verb Type=main Tense=past Number=singular Gender=neuter Voice=active Aspect=perfective
02V01000300010301020101	Vm-s-snafpn	Verb main past singular neuter active full-art progressive nominative	Verb Type=main Tense=past Number=singular Gender=neuter Voice=active Definiteness=full-art Aspect=progressive Case=nominative
02V01000300010301020102	Vm-s-snafpg	Verb main past singular neuter active full-art progressive genitive	Verb Type=main Tense=past Number=singular Gender=neuter Voice=active Definiteness=full-art Aspect=progressive Case=genitive
02V01000300010301020103	Vm-s-snafpd	Verb main past singular neuter active full-art progressive dative	Verb Type=main Tense=past Number=singular Gender=neuter Voice=active Definiteness=full-art Aspect=progressive Case=dative
02V01000300010301020201	Vm-s-snafen	Verb main past singular neuter active full-art perfective nominative	Verb Type=main Tense=past Number=singular Gender=neuter Voice=active Definiteness=full-art Aspect=perfective Case=nominative
02V01000300010301020202	Vm-s-snafeg	Verb main past singular neuter active full-art perfective genitive	Verb Type=main Tense=past Number=singular Gender=neuter Voice=active Definiteness=full-art Aspect=perfective Case=genitive
02V01000300010301020203	Vm-s-snafed	Verb main past singular neuter active full-art perfective dative	Verb Type=main Tense=past Number=singular Gender=neuter Voice=active Definiteness=full-art Aspect=perfective Case=dative
02V01000300010302010100	Vm-s-snpsp	Verb main past singular neuter passive short-art progressive	Verb Type=main Tense=past Number=singular Gender=neuter Voice=passive Definiteness=short-art Aspect=progressive
02V01000300010302010200	Vm-s-snpse	Verb main past singular neuter passive short-art perfective	Verb Type=main Tense=past Number=singular Gender=neuter Voice=passive Definiteness=short-art Aspect=perfective
02V01000300010302020101	Vm-s-snpfpn	Verb main past singular neuter passive full-art progressive nominative	Verb Type=main Tense=past Number=singular Gender=neuter Voice=passive Definiteness=full-art Aspect=progressive Case=nominative
02V01000300010302020102	Vm-s-snpfpg	Verb main past singular neuter passive full-art progressive genitive	Verb Type=main Tense=past Number=singular Gender=neuter Voice=passive Definiteness=full-art Aspect=progressive Case=genitive
02V01000300010302020103	Vm-s-snpfpd	Verb main past singular neuter passive full-art progressive dative	Verb Type=main Tense=past Number=singular Gender=neuter Voice=passive Definiteness=full-art Aspect=progressive Case=dative
02V01000300010302020201	Vm-s-snpfen	Verb main past singular neuter passive full-art perfective nominative	Verb Type=main Tense=past Number=singular Gender=neuter Voice=passive Definiteness=full-art Aspect=perfective Case=nominative
02V01000300010302020202	Vm-s-snpfeg	Verb main past singular neuter passive full-art perfective genitive	Verb Type=main Tense=past Number=singular Gender=neuter Voice=passive Definiteness=full-art Aspect=perfective Case=genitive
02V01000300010302020203	Vm-s-snpfed	Verb main past singular neuter passive full-art perfective dative	Verb Type=main Tense=past Number=singular Gender=neuter Voice=passive Definiteness=full-art Aspect=perfective Case=dative
02V01000300010303020101	Vm-s-snmfpn	Verb main past singular neuter medial full-art progressive nominative	Verb Type=main Tense=past Number=singular Gender=neuter Voice=medial Definiteness=full-art Aspect=progressive Case=nominative
02V01000300010303020102	Vm-s-snmfpg	Verb main past singular neuter medial full-art progressive genitive	Verb Type=main Tense=past Number=singular Gender=neuter Voice=medial Definiteness=full-art Aspect=progressive Case=genitive
02V01000300010303020201	Vm-s-snmfen	Verb main past singular neuter medial full-art perfective nominative	Verb Type=main Tense=past Number=singular Gender=neuter Voice=medial Definiteness=full-art Aspect=perfective Case=nominative
02V01000300010303020202	Vm-s-snmfeg	Verb main past singular neuter medial full-art perfective genitive	Verb Type=main Tense=past Number=singular Gender=neuter Voice=medial Definiteness=full-art Aspect=perfective Case=genitive
02V01000300010303020203	Vm-s-snmfed	Verb main past singular neuter medial full-art perfective dative	Verb Type=main Tense=past Number=singular Gender=neuter Voice=medial Definiteness=full-art Aspect=perfective Case=dative
02V01000300020001000100	Vm-s-p-a-p	Verb main past plural active progressive	Verb Type=main Tense=past Number=plural Voice=active Aspect=progressive
02V01000300020001000200	Vm-s-p-a-e	Verb main past plural active perfective	Verb Type=main Tense=past Number=plural Voice=active Aspect=perfective
02V01000300020001020100	Vm-s-p-afp	Verb main past plural active full-art progressive	Verb Type=main Tense=past Number=plural Voice=active Definiteness=full-art Aspect=progressive
02V01000300020001020101	Vm-s-p-afpn	Verb main past plural active full-art progressive nominative	Verb Type=main Tense=past Number=plural Voice=active Definiteness=full-art Aspect=progressive Case=nominative
02V01000300020001020106	Vm-s-p-afpi	Verb main past plural active full-art progressive instrumental	Verb Type=main Tense=past Number=plural Voice=active Definiteness=full-art Aspect=progressive Case=instrumental
02V01000300020001020200	Vm-s-p-afe	Verb main past plural active full-art perfective	Verb Type=main Tense=past Number=plural Voice=active Definiteness=full-art Aspect=perfective
02V01000300020001020201	Vm-s-p-afen	Verb main past plural active full-art perfective nominative	Verb Type=main Tense=past Number=plural Voice=active Definiteness=full-art Aspect=perfective Case=nominative
02V01000300020001020206	Vm-s-p-afei	Verb main past plural active full-art perfective instrumental	Verb Type=main Tense=past Number=plural Voice=active Definiteness=full-art Aspect=perfective Case=instrumental
02V01000300020002010100	Vm-s-p-psp	Verb main past plural passive short-art progressive	Verb Type=main Tense=past Number=plural Voice=passive Definiteness=short-art Aspect=progressive
02V01000300020002010200	Vm-s-p-pse	Verb main past plural passive short-art perfective	Verb Type=main Tense=past Number=plural Voice=passive Definiteness=short-art Aspect=perfective
02V01000300020002020101	Vm-s-p-pfpn	Verb main past plural passive full-art progressive nominative	Verb Type=main Tense=past Number=plural Voice=passive Definiteness=full-art Aspect=progressive Case=nominative
02V01000300020002020106	Vm-s-p-pfpi	Verb main past plural passive full-art progressive instrumental	Verb Type=main Tense=past Number=plural Voice=passive Definiteness=full-art Aspect=progressive Case=instrumental
02V01000300020002020201	Vm-s-p-pfen	Verb main past plural passive full-art perfective nominative	Verb Type=main Tense=past Number=plural Voice=passive Definiteness=full-art Aspect=perfective Case=nominative
02V01000300020002020206	Vm-s-p-pfei	Verb main past plural passive full-art perfective instrumental	Verb Type=main Tense=past Number=plural Voice=passive Definiteness=full-art Aspect=perfective Case=instrumental
02V01000300020003000200	Vm-s-p-m-e	Verb main past plural medial perfective	Verb Type=main Tense=past Number=plural Voice=medial Aspect=perfective
02V01000300020003020101	Vm-s-p-mfpn	Verb main past plural medial full-art progressive nominative	Verb Type=main Tense=past Number=plural Voice=medial Definiteness=full-art Aspect=progressive Case=nominative
02V01000300020003020106	Vm-s-p-mfpi	Verb main past plural medial full-art progressive instrumental	Verb Type=main Tense=past Number=plural Voice=medial Definiteness=full-art Aspect=progressive Case=instrumental
02V01000300020003020201	Vm-s-p-mfen	Verb main past plural medial full-art perfective nominative	Verb Type=main Tense=past Number=plural Voice=medial Definiteness=full-art Aspect=perfective Case=nominative
02V01000300020003020206	Vm-s-p-mfei	Verb main past plural medial full-art perfective instrumental	Verb Type=main Tense=past Number=plural Voice=medial Definiteness=full-art Aspect=perfective Case=instrumental
02V01000300020301020106	Vm-s-pnafpi	Verb main past plural neuter active full-art progressive instrumental	Verb Type=main Tense=past Number=plural Gender=neuter Voice=active Definiteness=full-art Aspect=progressive Case=instrumental
02V01000300020301020206	Vm-s-pnafei	Verb main past plural neuter active full-art perfective instrumental	Verb Type=main Tense=past Number=plural Gender=neuter Voice=active Definiteness=full-art Aspect=perfective Case=instrumental
02V01000300020302020106	Vm-s-pnpfpi	Verb main past plural neuter passive full-art progressive instrumental	Verb Type=main Tense=past Number=plural Gender=neuter Voice=passive Definiteness=full-art Aspect=progressive Case=instrumental
02V01000300020302020206	Vm-s-pnpfei	Verb main past plural neuter passive full-art perfective instrumental	Verb Type=main Tense=past Number=plural Gender=neuter Voice=passive Definiteness=full-art Aspect=perfective Case=instrumental
02V01000300020303020206	Vm-s-pnmfei	Verb main past plural neuter medial full-art perfective instrumental	Verb Type=main Tense=past Number=plural Gender=neuter Voice=medial Definiteness=full-art Aspect=perfective Case=instrumental
02V01010000000000000000	Vmi	Verb main indicative	Verb Type=main VForm=indicative
02V01010000000003000000	Vmi----m	Verb main indicative medial	Verb Type=main VForm=indicative Voice=medial
02V01010000010301000100	Vmi--sna-p	Verb main indicative singular neuter active progressive	Verb Type=main VForm=indicative Number=singular Gender=neuter Voice=active Aspect=progressive
02V01010000010301000200	Vmi--sna-e	Verb main indicative singular neuter active perfective	Verb Type=main VForm=indicative Number=singular Gender=neuter Voice=active Aspect=perfective
02V01010000010303000100	Vmi--snm-p	Verb main indicative singular neuter medial progressive	Verb Type=main VForm=indicative Number=singular Gender=neuter Voice=medial Aspect=progressive
02V01010000010303000200	Vmi--snm-e	Verb main indicative singular neuter medial perfective	Verb Type=main VForm=indicative Number=singular Gender=neuter Voice=medial Aspect=perfective
02V01010001010001000100	Vmi-1s-a-p	Verb main indicative first singular active progressive	Verb Type=main VForm=indicative Person=first Number=singular Voice=active Aspect=progressive
02V01010001010001000200	Vmi-1s-a-e	Verb main indicative first singular active perfective	Verb Type=main VForm=indicative Person=first Number=singular Voice=active Aspect=perfective
02V01010001010003000200	Vmi-1s-m-e	Verb main indicative first singular medial perfective	Verb Type=main VForm=indicative Person=first Number=singular Voice=medial Aspect=perfective
02V01010001020001000100	Vmi-1p-a-p	Verb main indicative first plural active progressive	Verb Type=main VForm=indicative Person=first Number=plural Voice=active Aspect=progressive
02V01010001020001000200	Vmi-1p-a-e	Verb main indicative first plural active perfective	Verb Type=main VForm=indicative Person=first Number=plural Voice=active Aspect=perfective
02V01010001020003000200	Vmi-1p-m-e	Verb main indicative first plural medial perfective	Verb Type=main VForm=indicative Person=first Number=plural Voice=medial Aspect=perfective
02V01010002020001000100	Vmi-2p-a-p	Verb main indicative second plural active progressive	Verb Type=main VForm=indicative Person=second Number=plural Voice=active Aspect=progressive
02V01010002020001000200	Vmi-2p-a-e	Verb main indicative second plural active perfective	Verb Type=main VForm=indicative Person=second Number=plural Voice=active Aspect=perfective
02V01010002020003000100	Vmi-2p-m-p	Verb main indicative second plural medial progressive	Verb Type=main VForm=indicative Person=second Number=plural Voice=medial Aspect=progressive
02V01010002020003000200	Vmi-2p-m-e	Verb main indicative second plural medial perfective	Verb Type=main VForm=indicative Person=second Number=plural Voice=medial Aspect=perfective
02V01010101010001000100	Vmip1s-a-p	Verb main indicative present first singular active progressive	Verb Type=main VForm=indicative Tense=present Person=first Number=singular Voice=active Aspect=progressive
02V01010101010003000100	Vmip1s-m-p	Verb main indicative present first singular medial progressive	Verb Type=main VForm=indicative Tense=present Person=first Number=singular Voice=medial Aspect=progressive
02V01010101020001000100	Vmip1p-a-p	Verb main indicative present first plural active progressive	Verb Type=main VForm=indicative Tense=present Person=first Number=plural Voice=active Aspect=progressive
02V01010101020003000100	Vmip1p-m-p	Verb main indicative present first plural medial progressive	Verb Type=main VForm=indicative Tense=present Person=first Number=plural Voice=medial Aspect=progressive
02V01010101020102010100	Vmip1pmpsp	Verb main indicative present first plural masculine passive short-art progressive	Verb Type=main VForm=indicative Tense=present Person=first Number=plural Gender=masculine Voice=passive Definiteness=short-art Aspect=progressive
02V01010102010001000100	Vmip2s-a-p	Verb main indicative present second singular active progressive	Verb Type=main VForm=indicative Tense=present Person=second Number=singular Voice=active Aspect=progressive
02V01010102010003000100	Vmip2s-m-p	Verb main indicative present second singular medial progressive	Verb Type=main VForm=indicative Tense=present Person=second Number=singular Voice=medial Aspect=progressive
02V01010102020001000100	Vmip2p-a-p	Verb main indicative present second plural active progressive	Verb Type=main VForm=indicative Tense=present Person=second Number=plural Voice=active Aspect=progressive
02V01010102020003000100	Vmip2p-m-p	Verb main indicative present second plural medial progressive	Verb Type=main VForm=indicative Tense=present Person=second Number=plural Voice=medial Aspect=progressive
02V01010103010001000100	Vmip3s-a-p	Verb main indicative present third singular active progressive	Verb Type=main VForm=indicative Tense=present Person=third Number=singular Voice=active Aspect=progressive
02V01010103010003000100	Vmip3s-m-p	Verb main indicative present third singular medial progressive	Verb Type=main VForm=indicative Tense=present Person=third Number=singular Voice=medial Aspect=progressive
02V01010103020001000100	Vmip3p-a-p	Verb main indicative present third plural active progressive	Verb Type=main VForm=indicative Tense=present Person=third Number=plural Voice=active Aspect=progressive
02V01010103020003000100	Vmip3p-m-p	Verb main indicative present third plural medial progressive	Verb Type=main VForm=indicative Tense=present Person=third Number=plural Voice=medial Aspect=progressive
02V01010201010001000100	Vmif1s-a-p	Verb main indicative future first singular active progressive	Verb Type=main VForm=indicative Tense=future Person=first Number=singular Voice=active Aspect=progressive
02V01010201010001000200	Vmif1s-a-e	Verb main indicative future first singular active perfective	Verb Type=main VForm=indicative Tense=future Person=first Number=singular Voice=active Aspect=perfective
02V01010201010003000200	Vmif1s-m-e	Verb main indicative future first singular medial perfective	Verb Type=main VForm=indicative Tense=future Person=first Number=singular Voice=medial Aspect=perfective
02V01010201020001000100	Vmif1p-a-p	Verb main indicative future first plural active progressive	Verb Type=main VForm=indicative Tense=future Person=first Number=plural Voice=active Aspect=progressive
02V01010201020001000200	Vmif1p-a-e	Verb main indicative future first plural active perfective	Verb Type=main VForm=indicative Tense=future Person=first Number=plural Voice=active Aspect=perfective
02V01010201020003000200	Vmif1p-m-e	Verb main indicative future first plural medial perfective	Verb Type=main VForm=indicative Tense=future Person=first Number=plural Voice=medial Aspect=perfective
02V01010202010001000100	Vmif2s-a-p	Verb main indicative future second singular active progressive	Verb Type=main VForm=indicative Tense=future Person=second Number=singular Voice=active Aspect=progressive
02V01010202010001000200	Vmif2s-a-e	Verb main indicative future second singular active perfective	Verb Type=main VForm=indicative Tense=future Person=second Number=singular Voice=active Aspect=perfective
02V01010202010003000200	Vmif2s-m-e	Verb main indicative future second singular medial perfective	Verb Type=main VForm=indicative Tense=future Person=second Number=singular Voice=medial Aspect=perfective
02V01010202020001000100	Vmif2p-a-p	Verb main indicative future second plural active progressive	Verb Type=main VForm=indicative Tense=future Person=second Number=plural Voice=active Aspect=progressive
02V01010202020001000200	Vmif2p-a-e	Verb main indicative future second plural active perfective	Verb Type=main VForm=indicative Tense=future Person=second Number=plural Voice=active Aspect=perfective
02V01010202020003000200	Vmif2p-m-e	Verb main indicative future second plural medial perfective	Verb Type=main VForm=indicative Tense=future Person=second Number=plural Voice=medial Aspect=perfective
02V01010203010001000100	Vmif3s-a-p	Verb main indicative future third singular active progressive	Verb Type=main VForm=indicative Tense=future Person=third Number=singular Voice=active Aspect=progressive
02V01010203010001000200	Vmif3s-a-e	Verb main indicative future third singular active perfective	Verb Type=main VForm=indicative Tense=future Person=third Number=singular Voice=active Aspect=perfective
02V01010203010003000200	Vmif3s-m-e	Verb main indicative future third singular medial perfective	Verb Type=main VForm=indicative Tense=future Person=third Number=singular Voice=medial Aspect=perfective
02V01010203020001000100	Vmif3p-a-p	Verb main indicative future third plural active progressive	Verb Type=main VForm=indicative Tense=future Person=third Number=plural Voice=active Aspect=progressive
02V01010203020001000200	Vmif3p-a-e	Verb main indicative future third plural active perfective	Verb Type=main VForm=indicative Tense=future Person=third Number=plural Voice=active Aspect=perfective
02V01010203020003000200	Vmif3p-m-e	Verb main indicative future third plural medial perfective	Verb Type=main VForm=indicative Tense=future Person=third Number=plural Voice=medial Aspect=perfective
02V01010300010101000100	Vmis-sma-p	Verb main indicative past singular masculine active progressive	Verb Type=main VForm=indicative Tense=past Number=singular Gender=masculine Voice=active Aspect=progressive
02V01010300010101000200	Vmis-sma-e	Verb main indicative past singular masculine active perfective	Verb Type=main VForm=indicative Tense=past Number=singular Gender=masculine Voice=active Aspect=perfective
02V01010300010103000100	Vmis-smm-p	Verb main indicative past singular masculine medial progressive	Verb Type=main VForm=indicative Tense=past Number=singular Gender=masculine Voice=medial Aspect=progressive
02V01010300010103000200	Vmis-smm-e	Verb main indicative past singular masculine medial perfective	Verb Type=main VForm=indicative Tense=past Number=singular Gender=masculine Voice=medial Aspect=perfective
02V01010300010201000100	Vmis-sfa-p	Verb main indicative past singular feminine active progressive	Verb Type=main VForm=indicative Tense=past Number=singular Gender=feminine Voice=active Aspect=progressive
02V01010300010201000200	Vmis-sfa-e	Verb main indicative past singular feminine active perfective	Verb Type=main VForm=indicative Tense=past Number=singular Gender=feminine Voice=active Aspect=perfective
02V01010300010203000100	Vmis-sfm-p	Verb main indicative past singular feminine medial progressive	Verb Type=main VForm=indicative Tense=past Number=singular Gender=feminine Voice=medial Aspect=progressive
02V01010300010203000200	Vmis-sfm-e	Verb main indicative past singular feminine medial perfective	Verb Type=main VForm=indicative Tense=past Number=singular Gender=feminine Voice=medial Aspect=perfective
02V01010300010301000100	Vmis-sna-p	Verb main indicative past singular neuter active progressive	Verb Type=main VForm=indicative Tense=past Number=singular Gender=neuter Voice=active Aspect=progressive
02V01010300010301000200	Vmis-sna-e	Verb main indicative past singular neuter active perfective	Verb Type=main VForm=indicative Tense=past Number=singular Gender=neuter Voice=active Aspect=perfective
02V01010300010303000100	Vmis-snm-p	Verb main indicative past singular neuter medial progressive	Verb Type=main VForm=indicative Tense=past Number=singular Gender=neuter Voice=medial Aspect=progressive
02V01010300010303000200	Vmis-snm-e	Verb main indicative past singular neuter medial perfective	Verb Type=main VForm=indicative Tense=past Number=singular Gender=neuter Voice=medial Aspect=perfective
02V01010300020001000100	Vmis-p-a-p	Verb main indicative past plural active progressive	Verb Type=main VForm=indicative Tense=past Number=plural Voice=active Aspect=progressive
02V01010300020001000200	Vmis-p-a-e	Verb main indicative past plural active perfective	Verb Type=main VForm=indicative Tense=past Number=plural Voice=active Aspect=perfective
02V01010300020003000100	Vmis-p-m-p	Verb main indicative past plural medial progressive	Verb Type=main VForm=indicative Tense=past Number=plural Voice=medial Aspect=progressive
02V01010300020003000200	Vmis-p-m-e	Verb main indicative past plural medial perfective	Verb Type=main VForm=indicative Tense=past Number=plural Voice=medial Aspect=perfective
02V01010303020102010200	Vmis3pmpse	Verb main indicative past third plural masculine passive short-art perfective	Verb Type=main VForm=indicative Tense=past Person=third Number=plural Gender=masculine Voice=passive Definiteness=short-art Aspect=perfective
02V01020001020001000100	Vmm-1p-a-p	Verb main imperative first plural active progressive	Verb Type=main VForm=imperative Person=first Number=plural Voice=active Aspect=progressive
02V01020001020001000200	Vmm-1p-a-e	Verb main imperative first plural active perfective	Verb Type=main VForm=imperative Person=first Number=plural Voice=active Aspect=perfective
02V01020002010001000100	Vmm-2s-a-p	Verb main imperative second singular active progressive	Verb Type=main VForm=imperative Person=second Number=singular Voice=active Aspect=progressive
02V01020002010001000200	Vmm-2s-a-e	Verb main imperative second singular active perfective	Verb Type=main VForm=imperative Person=second Number=singular Voice=active Aspect=perfective
02V01020002010003000100	Vmm-2s-m-p	Verb main imperative second singular medial progressive	Verb Type=main VForm=imperative Person=second Number=singular Voice=medial Aspect=progressive
02V01020002010003000200	Vmm-2s-m-e	Verb main imperative second singular medial perfective	Verb Type=main VForm=imperative Person=second Number=singular Voice=medial Aspect=perfective
02V01020002020001000100	Vmm-2p-a-p	Verb main imperative second plural active progressive	Verb Type=main VForm=imperative Person=second Number=plural Voice=active Aspect=progressive
02V01020002020001000200	Vmm-2p-a-e	Verb main imperative second plural active perfective	Verb Type=main VForm=imperative Person=second Number=plural Voice=active Aspect=perfective
02V01020002020003000100	Vmm-2p-m-p	Verb main imperative second plural medial progressive	Verb Type=main VForm=imperative Person=second Number=plural Voice=medial Aspect=progressive
02V01020002020003000200	Vmm-2p-m-e	Verb main imperative second plural medial perfective	Verb Type=main VForm=imperative Person=second Number=plural Voice=medial Aspect=perfective
02V01040000000001000100	Vmn----a-p	Verb main infinitive active progressive	Verb Type=main VForm=infinitive Voice=active Aspect=progressive
02V01040000000001000200	Vmn----a-e	Verb main infinitive active perfective	Verb Type=main VForm=infinitive Voice=active Aspect=perfective
02V01040000000003000100	Vmn----m-p	Verb main infinitive medial progressive	Verb Type=main VForm=infinitive Voice=medial Aspect=progressive
02V01040000000003000200	Vmn----m-e	Verb main infinitive medial perfective	Verb Type=main VForm=infinitive Voice=medial Aspect=perfective
02V01050100010201020101	Vmpp-sfafpn	Verb main participle present singular feminine active full-art progressive nominative	Verb Type=main VForm=participle Tense=present Number=singular Gender=feminine Voice=active Definiteness=full-art Aspect=progressive Case=nominative
02V01050100010201020104	Vmpp-sfafpa	Verb main participle present singular feminine active full-art progressive accusative	Verb Type=main VForm=participle Tense=present Number=singular Gender=feminine Voice=active Definiteness=full-art Aspect=progressive Case=accusative
02V01050100010201020106	Vmpp-sfafpi	Verb main participle present singular feminine active full-art progressive instrumental	Verb Type=main VForm=participle Tense=present Number=singular Gender=feminine Voice=active Definiteness=full-art Aspect=progressive Case=instrumental
02V01050100010202020101	Vmpp-sfpfpn	Verb main participle present singular feminine passive full-art progressive nominative	Verb Type=main VForm=participle Tense=present Number=singular Gender=feminine Voice=passive Definiteness=full-art Aspect=progressive Case=nominative
02V01050100010202020106	Vmpp-sfpfpi	Verb main participle present singular feminine passive full-art progressive instrumental	Verb Type=main VForm=participle Tense=present Number=singular Gender=feminine Voice=passive Definiteness=full-art Aspect=progressive Case=instrumental
02V01050100010203020106	Vmpp-sfmfpi	Verb main participle present singular feminine medial full-art progressive instrumental	Verb Type=main VForm=participle Tense=present Number=singular Gender=feminine Voice=medial Definiteness=full-art Aspect=progressive Case=instrumental
02V01050100010301020105	Vmpp-snafpl	Verb main participle present singular neuter active full-art progressive locative	Verb Type=main VForm=participle Tense=present Number=singular Gender=neuter Voice=active Definiteness=full-art Aspect=progressive Case=locative
02V01050100010302010100	Vmpp-snpsp	Verb main participle present singular neuter passive short-art progressive	Verb Type=main VForm=participle Tense=present Number=singular Gender=neuter Voice=passive Definiteness=short-art Aspect=progressive
02V01050100010302020105	Vmpp-snpfpl	Verb main participle present singular neuter passive full-art progressive locative	Verb Type=main VForm=participle Tense=present Number=singular Gender=neuter Voice=passive Definiteness=full-art Aspect=progressive Case=locative
02V01050100010303020105	Vmpp-snmfpl	Verb main participle present singular neuter medial full-art progressive locative	Verb Type=main VForm=participle Tense=present Number=singular Gender=neuter Voice=medial Definiteness=full-art Aspect=progressive Case=locative
02V01050100020001020102	Vmpp-p-afpg	Verb main participle present plural active full-art progressive genitive	Verb Type=main VForm=participle Tense=present Number=plural Voice=active Definiteness=full-art Aspect=progressive Case=genitive
02V01050100020002020102	Vmpp-p-pfpg	Verb main participle present plural passive full-art progressive genitive	Verb Type=main VForm=participle Tense=present Number=plural Voice=passive Definiteness=full-art Aspect=progressive Case=genitive
02V01050100020003020102	Vmpp-p-mfpg	Verb main participle present plural medial full-art progressive genitive	Verb Type=main VForm=participle Tense=present Number=plural Voice=medial Definiteness=full-art Aspect=progressive Case=genitive
02V01050300010102010200	Vmps-smpse	Verb main participle past singular masculine passive short-art perfective	Verb Type=main VForm=participle Tense=past Number=singular Gender=masculine Voice=passive Definiteness=short-art Aspect=perfective
02V01050300010201020106	Vmps-sfafpi	Verb main participle past singular feminine active full-art progressive instrumental	Verb Type=main VForm=participle Tense=past Number=singular Gender=feminine Voice=active Definiteness=full-art Aspect=progressive Case=instrumental
02V01050300010201020206	Vmps-sfafei	Verb main participle past singular feminine active full-art perfective instrumental	Verb Type=main VForm=participle Tense=past Number=singular Gender=feminine Voice=active Definiteness=full-art Aspect=perfective Case=instrumental
02V01050300010202010200	Vmps-sfpse	Verb main participle past singular feminine passive short-art perfective	Verb Type=main VForm=participle Tense=past Number=singular Gender=feminine Voice=passive Definiteness=short-art Aspect=perfective
02V01050300010202020106	Vmps-sfpfpi	Verb main participle past singular feminine passive full-art progressive instrumental	Verb Type=main VForm=participle Tense=past Number=singular Gender=feminine Voice=passive Definiteness=full-art Aspect=progressive Case=instrumental
02V01050300010202020201	Vmps-sfpfen	Verb main participle past singular feminine passive full-art perfective nominative	Verb Type=main VForm=participle Tense=past Number=singular Gender=feminine Voice=passive Definiteness=full-art Aspect=perfective Case=nominative
02V01050300010202020204	Vmps-sfpfea	Verb main participle past singular feminine passive full-art perfective accusative	Verb Type=main VForm=participle Tense=past Number=singular Gender=feminine Voice=passive Definiteness=full-art Aspect=perfective Case=accusative
02V01050300010202020206	Vmps-sfpfei	Verb main participle past singular feminine passive full-art perfective instrumental	Verb Type=main VForm=participle Tense=past Number=singular Gender=feminine Voice=passive Definiteness=full-art Aspect=perfective Case=instrumental
02V01050300010203020106	Vmps-sfmfpi	Verb main participle past singular feminine medial full-art progressive instrumental	Verb Type=main VForm=participle Tense=past Number=singular Gender=feminine Voice=medial Definiteness=full-art Aspect=progressive Case=instrumental
02V01050300010203020204	Vmps-sfmfea	Verb main participle past singular feminine medial full-art perfective accusative	Verb Type=main VForm=participle Tense=past Number=singular Gender=feminine Voice=medial Definiteness=full-art Aspect=perfective Case=accusative
02V01050300010203020206	Vmps-sfmfei	Verb main participle past singular feminine medial full-art perfective instrumental	Verb Type=main VForm=participle Tense=past Number=singular Gender=feminine Voice=medial Definiteness=full-art Aspect=perfective Case=instrumental
02V01050300010301020105	Vmps-snafpl	Verb main participle past singular neuter active full-art progressive locative	Verb Type=main VForm=participle Tense=past Number=singular Gender=neuter Voice=active Definiteness=full-art Aspect=progressive Case=locative
02V01050300010301020205	Vmps-snafel	Verb main participle past singular neuter active full-art perfective locative	Verb Type=main VForm=participle Tense=past Number=singular Gender=neuter Voice=active Definiteness=full-art Aspect=perfective Case=locative
02V01050300010302020105	Vmps-snpfpl	Verb main participle past singular neuter passive full-art progressive locative	Verb Type=main VForm=participle Tense=past Number=singular Gender=neuter Voice=passive Definiteness=full-art Aspect=progressive Case=locative
02V01050300010302020205	Vmps-snpfel	Verb main participle past singular neuter passive full-art perfective locative	Verb Type=main VForm=participle Tense=past Number=singular Gender=neuter Voice=passive Definiteness=full-art Aspect=perfective Case=locative
02V01050300010303020105	Vmps-snmfpl	Verb main participle past singular neuter medial full-art progressive locative	Verb Type=main VForm=participle Tense=past Number=singular Gender=neuter Voice=medial Definiteness=full-art Aspect=progressive Case=locative
02V01050300010303020205	Vmps-snmfel	Verb main participle past singular neuter medial full-art perfective locative	Verb Type=main VForm=participle Tense=past Number=singular Gender=neuter Voice=medial Definiteness=full-art Aspect=perfective Case=locative
02V01050300020001020102	Vmps-p-afpg	Verb main participle past plural active full-art progressive genitive	Verb Type=main VForm=participle Tense=past Number=plural Voice=active Definiteness=full-art Aspect=progressive Case=genitive
02V01050300020001020202	Vmps-p-afeg	Verb main participle past plural active full-art perfective genitive	Verb Type=main VForm=participle Tense=past Number=plural Voice=active Definiteness=full-art Aspect=perfective Case=genitive
